ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
6010,"Office 2016 / Office 365","IE Security: Add-on Management (SharePoint Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management",spdesign.exe,,,,,1,=,Medium
6011,"Office 2016 / Office 365","IE Security: Add-on Management (Visio)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management",visio.exe,,,,,1,=,Medium
6012,"Office 2016 / Office 365","IE Security: Add-on Management (Project)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management",winproj.exe,,,,,1,=,Medium
6013,"Office 2016 / Office 365","IE Security: Add-on Management (Word)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_addon_management",winword.exe,,,,,1,=,Medium
6014,"Office 2016 / Office 365","IE Security: Consistent Mime Handling (Excel)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling",excel.exe,,,,,1,=,Medium
6015,"Office 2016 / Office 365","IE Security: Consistent Mime Handling (Expression Web Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling",exprwd.exe,,,,,1,=,Medium
6016,"Office 2016 / Office 365","IE Security: Consistent Mime Handling (Groove)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling",groove.exe,,,,,1,=,Medium
6017,"Office 2016 / Office 365","IE Security: Consistent Mime Handling (Access)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling",msaccess.exe,,,,,1,=,Medium
6018,"Office 2016 / Office 365","IE Security: Consistent Mime Handling (Script Editor)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling",mse7.exe,,,,,1,=,Medium
6019,"Office 2016 / Office 365","IE Security: Consistent Mime Handling (Publisher)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling",mspub.exe,,,,,1,=,Medium
6020,"Office 2016 / Office 365","IE Security: Consistent Mime Handling (OneNote)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling",onenote.exe,,,,,1,=,Medium
6021,"Office 2016 / Office 365","IE Security: Consistent Mime Handling (Outlook)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling",outlook.exe,,,,,1,=,Medium
6022,"Office 2016 / Office 365","IE Security: Consistent Mime Handling (PowerPoint)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling",powerpnt.exe,,,,,1,=,Medium
6023,"Office 2016 / Office 365","IE Security: Consistent Mime Handling (PowerPoint Viewer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling",pptview.exe,,,,,1,=,Medium
6024,"Office 2016 / Office 365","IE Security: Consistent Mime Handling (SharePoint Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling",spdesign.exe,,,,,1,=,Medium
6025,"Office 2016 / Office 365","IE Security: Consistent Mime Handling (Visio)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling",visio.exe,,,,,1,=,Medium
6026,"Office 2016 / Office 365","IE Security: Consistent Mime Handling (Project)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling",winproj.exe,,,,,1,=,Medium
6027,"Office 2016 / Office 365","IE Security: Consistent Mime Handling (Word)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_handling",winword.exe,,,,,1,=,Medium
6028,"Office 2016 / Office 365","IE Security: Disable user name and password (Excel)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable",excel.exe,,,,,1,=,Medium
6029,"Office 2016 / Office 365","IE Security: Disable user name and password (Expression Web Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable",exprwd.exe,,,,,1,=,Medium
6030,"Office 2016 / Office 365","IE Security: Disable user name and password (Groove)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable",groove.exe,,,,,1,=,Medium
6031,"Office 2016 / Office 365","IE Security: Disable user name and password (Access)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable",msaccess.exe,,,,,1,=,Medium
6032,"Office 2016 / Office 365","IE Security: Disable user name and password (Script Editor)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable",mse7.exe,,,,,1,=,Medium
6033,"Office 2016 / Office 365","IE Security: Disable user name and password (Publisher)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable",mspub.exe,,,,,1,=,Medium
6034,"Office 2016 / Office 365","IE Security: Disable user name and password (OneNote)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable",onenote.exe,,,,,1,=,Medium
6035,"Office 2016 / Office 365","IE Security: Disable user name and password (Outlook)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable",outlook.exe,,,,,1,=,Medium
6036,"Office 2016 / Office 365","IE Security: Disable user name and password (PowerPoint)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable",powerpnt.exe,,,,,1,=,Medium
6037,"Office 2016 / Office 365","IE Security: Disable user name and password (PowerPoint Viewer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable",pptview.exe,,,,,1,=,Medium
6038,"Office 2016 / Office 365","IE Security: Disable user name and password (SharePoint Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable",spdesign.exe,,,,,1,=,Medium
6039,"Office 2016 / Office 365","IE Security: Disable user name and password (Visio)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable",visio.exe,,,,,1,=,Medium
6040,"Office 2016 / Office 365","IE Security: Disable user name and password (Project)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable",winproj.exe,,,,,1,=,Medium
6041,"Office 2016 / Office 365","IE Security: Disable user name and password (Word)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_http_username_password_disable",winword.exe,,,,,1,=,Medium
6042,"Office 2016 / Office 365","IE Security: Information Bar (Excel)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband",excel.exe,,,,,1,=,Medium
6043,"Office 2016 / Office 365","IE Security: Information Bar (Expression Web Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband",exprwd.exe,,,,,1,=,Medium
6044,"Office 2016 / Office 365","IE Security: Information Bar (Groove)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband",groove.exe,,,,,1,=,Medium
6045,"Office 2016 / Office 365","IE Security: Information Bar (Access)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband",msaccess.exe,,,,,1,=,Medium
6046,"Office 2016 / Office 365","IE Security: Information Bar (Script Editor)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband",mse7.exe,,,,,1,=,Medium
6047,"Office 2016 / Office 365","IE Security: Information Bar (Publisher)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband",mspub.exe,,,,,1,=,Medium
6048,"Office 2016 / Office 365","IE Security: Information Bar (OneNote)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband",onenote.exe,,,,,1,=,Medium
6049,"Office 2016 / Office 365","IE Security: Information Bar (Outlook)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband",outlook.exe,,,,,1,=,Medium
6050,"Office 2016 / Office 365","IE Security: Information Bar (PowerPoint)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband",powerpnt.exe,,,,,1,=,Medium
6051,"Office 2016 / Office 365","IE Security: Information Bar (PowerPoint Viewer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband",pptview.exe,,,,,1,=,Medium
6052,"Office 2016 / Office 365","IE Security: Information Bar (SharePoint Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband",spdesign.exe,,,,,1,=,Medium
6053,"Office 2016 / Office 365","IE Security: Information Bar (Visio)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband",visio.exe,,,,,1,=,Medium
6054,"Office 2016 / Office 365","IE Security: Information Bar (Project)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband",winproj.exe,,,,,1,=,Medium
6055,"Office 2016 / Office 365","IE Security: Information Bar (Word)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_securityband",winword.exe,,,,,1,=,Medium
6056,"Office 2016 / Office 365","IE Security: Local Machine Zone Lockdown Security (Excel)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown",excel.exe,,,,,1,=,Medium
6057,"Office 2016 / Office 365","IE Security: Local Machine Zone Lockdown Security (Expression Web Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown",exprwd.exe,,,,,1,=,Medium
6058,"Office 2016 / Office 365","IE Security: Local Machine Zone Lockdown Security (Groove)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown",groove.exe,,,,,1,=,Medium
6059,"Office 2016 / Office 365","IE Security: Local Machine Zone Lockdown Security (Access)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown",msaccess.exe,,,,,1,=,Medium
6060,"Office 2016 / Office 365","IE Security: Local Machine Zone Lockdown Security (Script Editor)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown",mse7.exe,,,,,1,=,Medium
6061,"Office 2016 / Office 365","IE Security: Local Machine Zone Lockdown Security (Publisher)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown",mspub.exe,,,,,1,=,Medium
6062,"Office 2016 / Office 365","IE Security: Local Machine Zone Lockdown Security (OneNote)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown",onenote.exe,,,,,1,=,Medium
6063,"Office 2016 / Office 365","IE Security: Local Machine Zone Lockdown Security (Outlook)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown",outlook.exe,,,,,1,=,Medium
6064,"Office 2016 / Office 365","IE Security: Local Machine Zone Lockdown Security (PowerPoint)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown",powerpnt.exe,,,,,1,=,Medium
6065,"Office 2016 / Office 365","IE Security: Local Machine Zone Lockdown Security (PowerPoint Viewer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown",pptview.exe,,,,,1,=,Medium
6066,"Office 2016 / Office 365","IE Security: Local Machine Zone Lockdown Security (SharePoint Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown",spdesign.exe,,,,,1,=,Medium
6067,"Office 2016 / Office 365","IE Security: Local Machine Zone Lockdown Security (Visio)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown",visio.exe,,,,,1,=,Medium
6068,"Office 2016 / Office 365","IE Security: Local Machine Zone Lockdown Security (Project)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown",winproj.exe,,,,,1,=,Medium
6069,"Office 2016 / Office 365","IE Security: Local Machine Zone Lockdown Security (Word)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_localmachine_lockdown",winword.exe,,,,,1,=,Medium
6070,"Office 2016 / Office 365","IE Security: Mime Sniffing Safety Feature (Excel)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing",excel.exe,,,,,1,=,Medium
6071,"Office 2016 / Office 365","IE Security: Mime Sniffing Safety Feature (Expression Web Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing",exprwd.exe,,,,,1,=,Medium
6072,"Office 2016 / Office 365","IE Security: Mime Sniffing Safety Feature (Groove)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing",groove.exe,,,,,1,=,Medium
6073,"Office 2016 / Office 365","IE Security: Mime Sniffing Safety Feature (Access)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing",msaccess.exe,,,,,1,=,Medium
6074,"Office 2016 / Office 365","IE Security: Mime Sniffing Safety Feature (Script Editor)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing",mse7.exe,,,,,1,=,Medium
6075,"Office 2016 / Office 365","IE Security: Mime Sniffing Safety Feature (Publisher)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing",mspub.exe,,,,,1,=,Medium
6076,"Office 2016 / Office 365","IE Security: Mime Sniffing Safety Feature (OneNote)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing",onenote.exe,,,,,1,=,Medium
6077,"Office 2016 / Office 365","IE Security: Mime Sniffing Safety Feature (Outlook)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing",outlook.exe,,,,,1,=,Medium
6078,"Office 2016 / Office 365","IE Security: Mime Sniffing Safety Feature (PowerPoint)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing",powerpnt.exe,,,,,1,=,Medium
6079,"Office 2016 / Office 365","IE Security: Mime Sniffing Safety Feature (PowerPoint Viewer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing",pptview.exe,,,,,1,=,Medium
6080,"Office 2016 / Office 365","IE Security: Mime Sniffing Safety Feature (SharePoint Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing",spdesign.exe,,,,,1,=,Medium
6081,"Office 2016 / Office 365","IE Security: Mime Sniffing Safety Feature (Visio)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing",visio.exe,,,,,1,=,Medium
6082,"Office 2016 / Office 365","IE Security: Mime Sniffing Safety Feature (Project)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing",winproj.exe,,,,,1,=,Medium
6083,"Office 2016 / Office 365","IE Security: Mime Sniffing Safety Feature (Word)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing",winword.exe,,,,,1,=,Medium
6084,"Office 2016 / Office 365","IE Security: Navigate URL (Excel)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url",excel.exe,,,,,1,=,Medium
6085,"Office 2016 / Office 365","IE Security: Navigate URL (Expression Web Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url",exprwd.exe,,,,,1,=,Medium
6086,"Office 2016 / Office 365","IE Security: Navigate URL (Groove)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url",groove.exe,,,,,1,=,Medium
6087,"Office 2016 / Office 365","IE Security: Navigate URL (Access)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url",msaccess.exe,,,,,1,=,Medium
6088,"Office 2016 / Office 365","IE Security: Navigate URL (Script Editor)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url",mse7.exe,,,,,1,=,Medium
6089,"Office 2016 / Office 365","IE Security: Navigate URL (Publisher)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url",mspub.exe,,,,,1,=,Medium
6090,"Office 2016 / Office 365","IE Security: Navigate URL (OneNote)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url",onenote.exe,,,,,1,=,Medium
6091,"Office 2016 / Office 365","IE Security: Navigate URL (Outlook)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url",outlook.exe,,,,,1,=,Medium
6092,"Office 2016 / Office 365","IE Security: Navigate URL (PowerPoint)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url",powerpnt.exe,,,,,1,=,Medium
6093,"Office 2016 / Office 365","IE Security: Navigate URL (PowerPoint Viewer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url",pptview.exe,,,,,1,=,Medium
6094,"Office 2016 / Office 365","IE Security: Navigate URL (SharePoint Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url",spdesign.exe,,,,,1,=,Medium
6095,"Office 2016 / Office 365","IE Security: Navigate URL (Visio)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url",visio.exe,,,,,1,=,Medium
6096,"Office 2016 / Office 365","IE Security: Navigate URL (Project)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url",winproj.exe,,,,,1,=,Medium
6097,"Office 2016 / Office 365","IE Security: Navigate URL (Word)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url",winword.exe,,,,,1,=,Medium
6098,"Office 2016 / Office 365","IE Security: Object Caching Protection (Excel)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching",excel.exe,,,,,1,=,Medium
6099,"Office 2016 / Office 365","IE Security: Object Caching Protection (Expression Web Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching",exprwd.exe,,,,,1,=,Medium
6100,"Office 2016 / Office 365","IE Security: Object Caching Protection (Groove)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching",groove.exe,,,,,1,=,Medium
6101,"Office 2016 / Office 365","IE Security: Object Caching Protection (Access)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching",msaccess.exe,,,,,1,=,Medium
6102,"Office 2016 / Office 365","IE Security: Object Caching Protection (Script Editor)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching",mse7.exe,,,,,1,=,Medium
6103,"Office 2016 / Office 365","IE Security: Object Caching Protection (Publisher)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching",mspub.exe,,,,,1,=,Medium
6104,"Office 2016 / Office 365","IE Security: Object Caching Protection (OneNote)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching",onenote.exe,,,,,1,=,Medium
6105,"Office 2016 / Office 365","IE Security: Object Caching Protection (Outlook)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching",outlook.exe,,,,,1,=,Medium
6106,"Office 2016 / Office 365","IE Security: Object Caching Protection (PowerPoint)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching",powerpnt.exe,,,,,1,=,Medium
6107,"Office 2016 / Office 365","IE Security: Object Caching Protection (PowerPoint Viewer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching",pptview.exe,,,,,1,=,Medium
6108,"Office 2016 / Office 365","IE Security: Object Caching Protection (SharePoint Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching",spdesign.exe,,,,,1,=,Medium
6109,"Office 2016 / Office 365","IE Security: Object Caching Protection (Visio)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching",visio.exe,,,,,1,=,Medium
6110,"Office 2016 / Office 365","IE Security: Object Caching Protection (Project)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching",winproj.exe,,,,,1,=,Medium
6111,"Office 2016 / Office 365","IE Security: Object Caching Protection (Word)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching",winword.exe,,,,,1,=,Medium
6112,"Office 2016 / Office 365","IE Security: Protection From Zone Elevation (Excel)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation",excel.exe,,,,,1,=,Medium
6113,"Office 2016 / Office 365","IE Security: Protection From Zone Elevation (Expression Web Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation",exprwd.exe,,,,,1,=,Medium
6114,"Office 2016 / Office 365","IE Security: Protection From Zone Elevation (Groove)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation",groove.exe,,,,,1,=,Medium
6115,"Office 2016 / Office 365","IE Security: Protection From Zone Elevation (Access)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation",msaccess.exe,,,,,1,=,Medium
6116,"Office 2016 / Office 365","IE Security: Protection From Zone Elevation (Script Editor)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation",mse7.exe,,,,,1,=,Medium
6117,"Office 2016 / Office 365","IE Security: Protection From Zone Elevation (Publisher)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation",mspub.exe,,,,,1,=,Medium
6118,"Office 2016 / Office 365","IE Security: Protection From Zone Elevation (OneNote)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation",onenote.exe,,,,,1,=,Medium
6119,"Office 2016 / Office 365","IE Security: Protection From Zone Elevation (Outlook)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation",outlook.exe,,,,,1,=,Medium
6120,"Office 2016 / Office 365","IE Security: Protection From Zone Elevation (PowerPoint)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation",powerpnt.exe,,,,,1,=,Medium
6121,"Office 2016 / Office 365","IE Security: Protection From Zone Elevation (PowerPoint Viewer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation",pptview.exe,,,,,1,=,Medium
6122,"Office 2016 / Office 365","IE Security: Protection From Zone Elevation (SharePoint Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation",spdesign.exe,,,,,1,=,Medium
6123,"Office 2016 / Office 365","IE Security: Protection From Zone Elevation (Visio)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation",visio.exe,,,,,1,=,Medium
6124,"Office 2016 / Office 365","IE Security: Protection From Zone Elevation (Project)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation",winproj.exe,,,,,1,=,Medium
6125,"Office 2016 / Office 365","IE Security: Protection From Zone Elevation (Word)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation",winword.exe,,,,,1,=,Medium
6126,"Office 2016 / Office 365","IE Security: Restrict ActiveX Install (Excel)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall",excel.exe,,,,,1,=,Medium
6127,"Office 2016 / Office 365","IE Security: Restrict ActiveX Install (Expression Web Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall",exprwd.exe,,,,,1,=,Medium
6128,"Office 2016 / Office 365","IE Security: Restrict ActiveX Install (Groove)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall",groove.exe,,,,,1,=,Medium
6129,"Office 2016 / Office 365","IE Security: Restrict ActiveX Install (Access)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall",msaccess.exe,,,,,1,=,Medium
6130,"Office 2016 / Office 365","IE Security: Restrict ActiveX Install (Script Editor)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall",mse7.exe,,,,,1,=,Medium
6131,"Office 2016 / Office 365","IE Security: Restrict ActiveX Install (Publisher)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall",mspub.exe,,,,,1,=,Medium
6132,"Office 2016 / Office 365","IE Security: Restrict ActiveX Install (OneNote)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall",onenote.exe,,,,,1,=,Medium
6133,"Office 2016 / Office 365","IE Security: Restrict ActiveX Install (Outlook)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall",outlook.exe,,,,,1,=,Medium
6134,"Office 2016 / Office 365","IE Security: Restrict ActiveX Install (PowerPoint)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall",powerpnt.exe,,,,,1,=,Medium
6135,"Office 2016 / Office 365","IE Security: Restrict ActiveX Install (PowerPoint Viewer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall",pptview.exe,,,,,1,=,Medium
