Id,CategoryEN,NameEN,Language,Category,Name
570,"Administrative Templates: Network","Windows Connect Now: Configuration of wireless settings using Windows Connect Now (DisableUPnPRegistrar)",DE,"Administrative Vorlagen: Netzwerk","Windows-Sofortverbindung: Konfiguration von Drahtloseinstellungen mit Windows-Sofortverbindung (DisableUPnPRegistrar)"
573,"Administrative Templates: Network","Windows Connect Now: Configuration of wireless settings using Windows Connect Now (DisableWPDRegistrar)",DE,"Administrative Vorlagen: Netzwerk","Windows-Sofortverbindung: Konfiguration von Drahtloseinstellungen mit Windows-Sofortverbindung (DisableWPDRegistrar)"
569,"Administrative Templates: Network","Windows Connect Now: Configuration of wireless settings using Windows Connect Now (EnableRegistrars)",DE,"Administrative Vorlagen: Netzwerk","Windows-Sofortverbindung: Konfiguration von Drahtloseinstellungen mit Windows-Sofortverbindung (EnableRegistrars)"
574,"Administrative Templates: Network","Windows Connect Now: Prohibit access of the Windows Connect Now wizards",DE,"Administrative Vorlagen: Netzwerk","Windows-Sofortverbindung: Zugriff auf Windows-Sofortverbindungs-Assistenten verweigern"
575,"Administrative Templates: Network","Windows Connection Manager: Minimize the number of simultaneous connections to the Internet or a Windows Domain",DE,"Administrative Vorlagen: Netzwerk","Windows-Verbindungs-Manager: Anzahl gleichzeitiger Verbindungen mit dem Internet oder einer Windows-Domäne minimieren"
576,"Administrative Templates: Network","Windows Connection Manager: Prohibit connection to non-domain networks when connected to domain authenticated network",DE,"Administrative Vorlagen: Netzwerk","Windows-Verbindungs-Manager: Verbindung mit Nicht-Domänennetzwerken bei vorhandener Verbindung mit domänenauthentifiziertem Netzwerk nicht zulassen"
1751,"Administrative Templates: PowerShellCore","Turn on PowerShell Module Logging",,,
1759,"Administrative Templates: PowerShellCore","Turn on PowerShell Module Logging",,,
1764,"Administrative Templates: PowerShellCore","Turn on PowerShell Module Logging (PowerShell Policy)",,,
1765,"Administrative Templates: PowerShellCore","Turn on PowerShell Module Logging (PowerShell Policy)",,,
1752,"Administrative Templates: PowerShellCore","Turn on PowerShell Module Logging - Module Names",,,
1760,"Administrative Templates: PowerShellCore","Turn on PowerShell Module Logging - Module Names",,,
1748,"Administrative Templates: PowerShellCore","Turn on PowerShell Script Block Logging",,,
1756,"Administrative Templates: PowerShellCore","Turn on PowerShell Script Block Logging",,,
1749,"Administrative Templates: PowerShellCore","Turn on PowerShell Script Block Logging (Invocation)",,,
1757,"Administrative Templates: PowerShellCore","Turn on PowerShell Script Block Logging (Invocation)",,,
1750,"Administrative Templates: PowerShellCore","Turn on PowerShell Script Block Logging (PowerShell Policy)",,,
1758,"Administrative Templates: PowerShellCore","Turn on PowerShell Script Block Logging (PowerShell Policy)",,,
1753,"Administrative Templates: PowerShellCore","Turn on PowerShell Transcription",,,
1761,"Administrative Templates: PowerShellCore","Turn on PowerShell Transcription",,,
1754,"Administrative Templates: PowerShellCore","Turn on PowerShell Transcription (Invocation)",,,
1762,"Administrative Templates: PowerShellCore","Turn on PowerShell Transcription (Invocation)",,,
1755,"Administrative Templates: PowerShellCore","Turn on PowerShell Transcription (PowerShell Policy)",,,
1763,"Administrative Templates: PowerShellCore","Turn on PowerShell Transcription (PowerShell Policy)",,,
1700,"Administrative Templates: Printers","Configure RPC connection settings (RpcAuthentication)",,,
1699,"Administrative Templates: Printers","Configure RPC connection settings (RpcUseNamedPipeProtocol)",,,
1702,"Administrative Templates: Printers","Configure RPC listener settings (ForceKerberosForRpc)",,,
1701,"Administrative Templates: Printers","Configure RPC listener settings (RpcProtocols)",,,
1703,"Administrative Templates: Printers","Configure RPC over TCP port",,,
1698,"Administrative Templates: Printers","Configure Redirection Guard",,,
1704,"Administrative Templates: Printers","Limits print driver installation to Administrators",,,
1705,"Administrative Templates: Printers","Manage processing of Queue-specific files",,,
1650,"Administrative Templates: Printers","Only use Package Point and Print (CVE-2021-36958)",,,
1651,"Administrative Templates: Printers","Package Point and Print - Approved servers (CVE-2021-36958)",,,
1645,"Administrative Templates: Printers","Point and Print Restrictions: Only administrators can install printer drivers on a print server (CVE-2021-34527)",,,
1643,"Administrative Templates: Printers","Point and Print Restrictions: When installing drivers for a new connection (CVE-2021-34527)",,,
1644,"Administrative Templates: Printers","Point and Print Restrictions: When updating drivers for an existing connection (CVE-2021-34527)",,,
298,"Administrative Templates: Start Menu and Taskbar","Notifications: Turn off notifications network usage",,,
577,"Administrative Templates: Start Menu and Taskbar","Notifications: Turn off notifications network usage",DE,"Administrative Vorlagen: Startmenü und Taskleiste","Benachrichtigungen: Netzwerkverwendung für Benachrichtigungen deaktivieren"
299,"Administrative Templates: Start Menu and Taskbar","Notifications: Turn off toast notifications on the lock screen",DE,"Administrative Vorlagen: Startmenü und Taskleiste","Benachrichtigungen: Popupbenachrichtigungen auf gesperrtem Bildschirm deaktivieren"
578,"Administrative Templates: System","Audit Process Creation: Include command line in process creation events",,,
103,"Administrative Templates: System","Credentials Delegation: Allow delegation default credentials",,,
104,"Administrative Templates: System","Credentials Delegation: Encryption Oracle Remediation",DE,"Administrative Vorlagen: System","Delegierung von Anmeldeinformationen: Encryption Oracle-Abwehr"
819,"Administrative Templates: System","Credentials Delegation: Remote host allows delegation of non-exportable credentials",DE,"Administrative Vorlagen: System","Delegierung von Anmeldeinformationen: Remotehost ermöglicht die Delegierung nicht exportierbarer Anmeldeinformationen"
114,"Administrative Templates: System","Device Guard: Available Security Properties: DMA protection",,,
113,"Administrative Templates: System","Device Guard: Available Security Properties: Secure Boot",,,
793,"Administrative Templates: System","Device Guard: Credential Guard Configuration (DC)",,,
792,"Administrative Templates: System","Device Guard: Credential Guard Configuration (Member)",,,
582,"Administrative Templates: System","Device Guard: Credential Guard Configuration (Policy)",,,
1706,"Administrative Templates: System","Device Guard: Kernel-mode Hardware-enforced Stack Protection (Policy)",,,
119,"Administrative Templates: System","Device Guard: Require UEFI Memory Attributes Table (Policy)",,,
120,"Administrative Templates: System","Device Guard: Secure Launch Configuration (Policy)",,,
115,"Administrative Templates: System","Device Guard: Security Services Configured: Credential Guard",,,
116,"Administrative Templates: System","Device Guard: Security Services Configured: HVCI",,,
117,"Administrative Templates: System","Device Guard: Security Services Running: Credential Guard",,,
118,"Administrative Templates: System","Device Guard: Security Services Running: HVCI",,,
580,"Administrative Templates: System","Device Guard: Select Platform Security Level (Policy)",,,
1307,"Administrative Templates: System","Device Guard: Support for Virtualization Based Security (Microsoft-Hyper-V-Hypervisor)",,,
579,"Administrative Templates: System","Device Guard: Turn On Virtualization Based Security (Policy)",,,
581,"Administrative Templates: System","Device Guard: Virtualization Based Protection of Code Integrity (Policy)",,,
112,"Administrative Templates: System","Device Guard: Virtualization Based Security Status",,,
121,"Administrative Templates: System","Device Guard: Windows Defender Application Control deployed (Policy)",,,
1684,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent device metadata retrieval from the Internet",,,
107,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices that match ID PCI\CC_0C0010 (Firewire)",,,
108,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices that match ID PCI\CC_0C0A (Thunderbolt)",DE,"Administrative Vorlagen: System","Geräteinstallation: Einschränkungen bei der Geräteinstallation: Installation von Geräten mit diesen Geräte-IDs verhindern PCI\CC_0C0A (Thunderbolt)"
105,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices that match an ID",DE,"Administrative Vorlagen: System","Geräteinstallation: Einschränkungen bei der Geräteinstallation: Installation von Geräten mit diesen Geräte-IDs verhindern"
106,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices that match an ID (Retroactive)",DE,"Administrative Vorlagen: System","Geräteinstallation: Einschränkungen bei der Geräteinstallation: Installation von Geräten mit diesen Geräte-IDs verhindern (Retroactive)"
586,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices using drivers that match 6bdd1fc1-810f-11d0-bec7-08002be2092f (SBP-2 drive)",DE,"Administrative Vorlagen: System","Geräteinstallation: Einschränkungen bei der Geräteinstallation: Installation von Geräten mit Treibern verhindern, die diesen Gerätesetupklassen entsprechen 6bdd1fc1-810f-11d0-bec7-08002be2092f (SBP-2 drive)"
584,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices using drivers that match 7ebefbc0-3200-11d2-b4c2-00a0C9697d07 (SBP-2 drive)",DE,"Administrative Vorlagen: System","Geräteinstallation: Einschränkungen bei der Geräteinstallation: Installation von Geräten mit Treibern verhindern, die diesen Gerätesetupklassen entsprechen 7ebefbc0-3200-11d2-b4c2-00a0C9697d07 (SBP-2 drive)"
109,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices using drivers that match an device setup class",DE,"Administrative Vorlagen: System","Geräteinstallation: Einschränkungen bei der Geräteinstallation: Installation von Geräten mit Treibern verhindern, die diesen Gerätesetupklassen entsprechen"
110,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices using drivers that match an device setup class (Retroactive)",DE,"Administrative Vorlagen: System","Geräteinstallation: Einschränkungen bei der Geräteinstallation: Installation von Geräten mit Treibern verhindern, die diesen Gerätesetupklassen entsprechen (Retroactive)"
585,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices using drivers that match c06ff265-ae09-48f0-812c-16753d7cba83 (SBP-2 drive)",DE,"Administrative Vorlagen: System","Geräteinstallation: Einschränkungen bei der Geräteinstallation: Installation von Geräten mit Treibern verhindern, die diesen Gerätesetupklassen entsprechen c06ff265-ae09-48f0-812c-16753d7cba83 (SBP-2 drive)"
111,"Administrative Templates: System","Device Installation: Device Installation Restrictions: Prevent installation of devices using drivers that match d48179be-ec20-11d1-b6b8-00c04fa372a7 (SBP-2 drive)",DE,"Administrative Vorlagen: System","Geräteinstallation: Einschränkungen bei der Geräteinstallation: Installation von Geräten mit Treibern verhindern, die diesen Gerätesetupklassen entsprechen d48179be-ec20-11d1-b6b8-00c04fa372a7 (SBP-2 drive)"
122,"Administrative Templates: System","Early Launch Antimalware: Boot-Start Driver Initialization Policy",DE,"Administrative Vorlagen: System","Antischadsoftware-Frühstart: Richtlinie für Bootstarttreiber-Initialisierung"
1688,"Administrative Templates: System","Group Policy: Configure security policy processing: Process even if the Group Policy objects have not changed",,,
587,"Administrative Templates: System","Group Policy: Continue experiences on this device",DE,"Administrative Vorlagen: System","Gruppenrichtlinie: Auf der Oberfläche dieses Geräts weiterverarbeiten"
124,"Administrative Templates: System","Group Policy: Do not apply during periodic background processing",DE,"Administrative Vorlagen: System","Gruppenrichtlinie: Während regelmäßiger Hintergrundverarbeitung nicht übernehmen"
123,"Administrative Templates: System","Group Policy: Process even if the Group Policy objects have not changed",DE,"Administrative Vorlagen: System","Gruppenrichtlinie: Gruppenrichtlinienobjekte auch ohne Änderungen verarbeiten"
588,"Administrative Templates: System","Group Policy: Turn off background refresh of Group Policy",DE,"Administrative Vorlagen: System","Gruppenrichtlinie: Hintergrundaktualisierung der Gruppenrichtlinie deaktivieren"
300,"Administrative Templates: System","Internet Communication Management: Internet Communication Settings: Turn off Help Experience Improvement Program",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Programm zur Verbesserung der Hilfebenutzerfreundlichkeit deaktivieren"
592,"Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Internet Connection Wizard if URL connection is referring to Microsoft.com",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Verbindungs-Assistenten deaktivieren, wenn sich die URL-Verbindung auf microsoft.com bezieht"
129,"Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Internet download for Web publishing and online ordering wizards",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Internet-Download für die Assistenten ""Webpublishing"" und ""Onlinebestellung von Abzügen"" deaktivieren"
594,"Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Registration if URL connection is referring to Microsoft.com",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Registrierung deaktivieren, wenn sich die URL-Verbindung auf ""Microsoft.com"" bezieht"
595,"Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Search Companion content file updates",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Inhaltdateiupdates des Such-Assistenten deaktivieren"
130,"Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Windows Customer Experience Improvement Program",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Programm zur Verbesserung der Benutzerfreundlichkeit deaktivieren"
127,"Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 1",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Fehlerberichterstattung deaktivieren 1"
128,"Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 2",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Fehlerberichterstattung deaktivieren 2"
589,"Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off access to the Store",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Zugriff auf den Store deaktivieren"
126,"Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off downloading of print drivers over HTTP",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Download von Druckertreibern über HTTP deaktivieren"
590,"Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off handwriting personalization data sharing",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Freigabe von Daten für die Handschriftanpassung deaktivieren"
591,"Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off handwriting recognition error reporting",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Handschrifterkennungs-Fehlerberichterstattung deaktivieren"
593,"Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off printing over HTTP",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Drucken über HTTP deaktivieren"
596,"Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off the 'Order Prints' picture task",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Aufgabe ""Abzüge online bestellen"" für Bilder deaktivieren"
597,"Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off the 'Publish to Web' task for files and folders",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Aufgabe ""Im Web veröffentlichen"" für Dateien und Ordner deaktivieren"
125,"Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off the Windows Messenger Customer Experience Improvement Program",DE,"Administrative Vorlagen: System","Internetkommunikationsverwaltung: Internetkommunikationseinstellungen: Programm zur Verbesserung der Benutzerfreundlichkeit deaktivieren"
598,"Administrative Templates: System","Kerberos: Support device authentication using certificate (DevicePKInitBehavior)",DE,"Administrative Vorlagen: System","Kerberos: Geräteauthentifizierung mittels Zertifikat unterstützen (DevicePKInitBehavior)"
599,"Administrative Templates: System","Kerberos: Support device authentication using certificate (DevicePKInitEnabled)",DE,"Administrative Vorlagen: System","Kerberos: Geräteauthentifizierung mittels Zertifikat unterstützen (DevicePKInitEnabled)"
131,"Administrative Templates: System","Kernel DMA Protection: Enumeration policy for external devices incompatible with Kernel DMA Protection",DE,"Administrative Vorlagen: System","Kernel-DMA-Schutz: Aufzählungsrichtlinie für externe Geräte, die nicht Kernel-DMA-Schutz kompatibel sind"
1707,"Administrative Templates: System","Local Security Authority: Allow Custom SSPs and APs to be loaded into LSASS",,,
1708,"Administrative Templates: System","Local Security Authority: Configures LSASS to run as a protected process",,,
600,"Administrative Templates: System","Locale Services: Disallow copying of user input methods to the system account for sign-in",DE,"Administrative Vorlagen: System","Gebietsschemadienste: Kopieren von Benutzereingabemethoden ins Systemkonto für die Anmeldung nicht zulassen"
1777,"Administrative Templates: System","Logon: Always use classic logon",,,
601,"Administrative Templates: System","Logon: Block user from showing account details on sign-in",DE,"Administrative Vorlagen: System","Anmelden: Benutzer darf keine Kontodetails auf dem Anmeldebildschirm anzeigen"
134,"Administrative Templates: System","Logon: Do not display network selection UI",DE,"Administrative Vorlagen: System","Anmelden: Netzwerkauswahl-UI nicht anzeigen"
603,"Administrative Templates: System","Logon: Do not enumerate connected users on domain-joined computers",DE,"Administrative Vorlagen: System","Anmelden: Verbundene Benutzer auf Computern, die der Domäne angehören, nicht auflisten"
604,"Administrative Templates: System","Logon: Enumerate local users on domain-joined computers",DE,"Administrative Vorlagen: System","Anmelden: Lokale Benutzer auf Computern, die der Domäne angehören, auflisten"
794,"Administrative Templates: System","Logon: Enumerate local users on domain-joined computers (Member)",,,
133,"Administrative Templates: System","Logon: Turn off app notifications on the lock screen",DE,"Administrative Vorlagen: System","Anmelden: Anwendungsbenachrichtigungen auf gesperrtem Bildschirm deaktivieren"
605,"Administrative Templates: System","Logon: Turn off picture password sign-in",DE,"Administrative Vorlagen: System","Anmelden: Anmeldung mit Bildcode deaktivieren"
132,"Administrative Templates: System","Logon: Turn on convenience PIN sign-in",DE,"Administrative Vorlagen: System","Anmelden: Komfortable PIN-Anmeldung aktivieren"
135,"Administrative Templates: System","Mitigation Options: Untrusted Font Blocking",,,
136,"Administrative Templates: System","OS Policies: Allow Clipboard synchronization across devices",DE,"Administrative Vorlagen: System","Betriebssystemrichtlinien: Synchronisierung der Zwischenablage geräteübergreifend zulassen"
606,"Administrative Templates: System","OS Policies: Allow upload of User Activities",DE,"Administrative Vorlagen: System","Betriebssystemrichtlinien: Upload von Benutzeraktivitäten zulassen"
